項目名,名称
622633102,フレカイニド酢酸塩錠１００ｍｇ「ＶＴＲＳ」
622633201,イミフィンジ点滴静注１２０ｍｇ　２．４ｍＬ
622633301,イミフィンジ点滴静注５００ｍｇ　１０ｍＬ
622633401,オルケディア錠１ｍｇ
622633501,オルケディア錠２ｍｇ
622633601,イルアミクス配合錠ＬＤ「ＪＧ」
622633701,イルアミクス配合錠ＨＤ「ＪＧ」
622634101,ベポタスチンベシル酸塩錠５ｍｇ「ＪＧ」
622634201,ベポタスチンベシル酸塩錠１０ｍｇ「ＪＧ」
622634301,ミノドロン酸錠１ｍｇ「ＪＧ」
622634401,ミノドロン酸錠５０ｍｇ「ＪＧ」
622634501,メトトレキサート錠２ｍｇ「ダイト」
622634601,ラモトリギン錠２５ｍｇ「ＪＧ」
622634701,ラモトリギン錠１００ｍｇ「ＪＧ」
622634801,エタネルセプトＢＳ皮下注用１０ｍｇ「ＭＡ」
622634901,エタネルセプトＢＳ皮下注用２５ｍｇ「ＭＡ」
622635001,エタネルセプトＢＳ皮下注２５ｍｇシリンジ０．５ｍＬ「ＭＡ」
622635101,エタネルセプトＢＳ皮下注５０ｍｇシリンジ１．０ｍＬＭＡ　１ｍＬ
622635201,エタネルセプトＢＳ皮下注５０ｍｇペン１．０ｍＬ「ＭＡ」　１ｍＬ
622635301,イルアミクス配合錠ＨＤ「サンド」
622635401,イルアミクス配合錠ＬＤ「サンド」
622635501,イルアミクス配合錠ＨＤ「三和」
622635701,ミノドロン酸錠１ｍｇ「三笠」
622635801,ミノドロン酸錠５０ｍｇ「三笠」
622635901,炭酸ランタン顆粒分包２５０ｍｇ「ケミファ」
622636001,炭酸ランタン顆粒分包５００ｍｇ「ケミファ」
622636101,ファムシクロビル錠２５０ｍｇ「日本臓器」
622636201,ファムシクロビル錠５００ｍｇ「日本臓器」
622636301,ベポタスチンベシル酸塩錠５ｍｇ「ＳＮ」
622636401,ベポタスチンベシル酸塩錠１０ｍｇ「ＳＮ」
622636501,グリメピリド錠１ｍｇ「フェルゼン」
622636601,グリメピリド錠３ｍｇ「フェルゼン」
622636701,テルミサルタン錠２０ｍｇ「フェルゼン」
622636801,ニフェジピンＣＲ錠１０ｍｇ「三和」
622636901,ニフェジピンＣＲ錠２０ｍｇ「三和」
622637001,ニフェジピンＣＲ錠４０ｍｇ「三和」
622637101,ブリンゾラミド懸濁性点眼液１％「センジュ」
622637201,ドルモロール配合点眼液「センジュ」
622637301,ミノドロン酸錠５０ｍｇ「あゆみ」
622637401,ミノドロン酸錠１ｍｇ「あゆみ」
622637501,イルアミクス配合錠ＬＤ「サワイ」
622637601,イルアミクス配合錠ＨＤ「サワイ」
622637701,ベポタスチンベシル酸塩ＯＤ錠５ｍｇ「サワイ」
622637801,ベポタスチンベシル酸塩ＯＤ錠１０ｍｇ「サワイ」
622637901,ベポタスチンベシル酸塩錠５ｍｇ「サワイ」
622638001,ベポタスチンベシル酸塩錠１０ｍｇ「サワイ」
622638101,ラモトリギン錠２５ｍｇ「サワイ」
622638201,ラモトリギン錠１００ｍｇ「サワイ」
622638301,ラモトリギン錠小児用２ｍｇ「サワイ」
622638401,ラモトリギン錠小児用５ｍｇ「サワイ」
622638501,ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「サワイ」
622638601,炭酸ランタン顆粒分包２５０ｍｇ「サワイ」
622638701,炭酸ランタン顆粒分包５００ｍｇ「サワイ」
622638801,オセルタミビルカプセル７５ｍｇ「サワイ」
622638901,オセルタミビルＤＳ３％「サワイ」
622639001,ミノドロン酸錠１ｍｇ「サワイ」
622639101,ミノドロン酸錠５０ｍｇ「サワイ」
622639201,フェルビナク外用ポンプスプレー３％「ラクール」
622639301,メマリードライシロップ２％
622639401,イラリス皮下注射液１５０ｍｇ　１ｍＬ
622639501,レギチーン注射液５ｍｇ　０．５％１ｍＬ
622639601,ガドビスト静注１．０ｍｏｌ／Ｌ　２ｍＬ　６０．４７％
622639701,テルミサルタン錠４０ｍｇ「フェルゼン」
622639801,テルミサルタン錠８０ｍｇ「フェルゼン」
622639901,テルビナフィン塩酸塩錠１２５ｍｇ「フェルゼン」
622640001,トラボプロスト点眼液０．００４％「ニットー」
622640101,ブリンゾラミド懸濁性点眼液１％「ニットー」
622640201,ドルモロール配合点眼液「ニットー」
622640301,ジエノゲストＯＤ錠１ｍｇ「Ｆ」
622640502,ミノドロン酸錠５０ｍｇ「ＮＩＧ」
622640601,ガラフォルドカプセル１２３ｍｇ
622640701,ヘルニコア椎間板注用１．２５単位
622640801,ロスバスタチン錠２．５ｍｇ「ツルハラ」
622640901,ロスバスタチン錠５ｍｇ「ツルハラ」
622641001,グラニセトロン点滴静注バッグ１ｍｇ「ＫＣＣ」　５０ｍＬ
622641101,レボフロキサシン点滴静注バッグ５００ｍｇ「ＫＣＣ」　１００ｍＬ
622641201,ベポタスチンベシル酸塩錠５ｍｇ「ＤＫ」
622641301,ベポタスチンベシル酸塩錠１０ｍｇ「ＤＫ」
622641701,クロピドグレル錠２５ｍｇ「フェルゼン」
622641801,クロピドグレル錠７５ｍｇ「フェルゼン」
622641901,モンテルカスト錠５ｍｇ「フェルゼン」
622642001,モンテルカスト錠１０ｍｇ「フェルゼン」
622642101,オロパタジン塩酸塩ＯＤ錠２．５ｍｇ「フェルゼン」
622642201,オロパタジン塩酸塩ＯＤ錠５ｍｇ「フェルゼン」
622642301,ドボベットゲル
622642401,メトトレキサートカプセル２ｍｇ「ＤＫ」
622642501,イルアミクス配合錠ＬＤ「ＥＥ」
622642601,イルアミクス配合錠ＨＤ「ＥＥ」
622642701,ヒューマログ注ミリオペンＨＤ　３００単位
622642801,ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「フソー」
622642901,炭酸ランタン顆粒分包２５０ｍｇ「フソー」
622643001,炭酸ランタン顆粒分包５００ｍｇ「フソー」
622643101,フェンタニルクエン酸塩１日用テープ１ｍｇ「第一三共」
622643201,フェンタニルクエン酸塩１日用テープ２ｍｇ「第一三共」
622643301,フェンタニルクエン酸塩１日用テープ４ｍｇ「第一三共」
622643401,フェンタニルクエン酸塩１日用テープ６ｍｇ「第一三共」
622643501,フェンタニルクエン酸塩１日用テープ８ｍｇ「第一三共」
622643601,オゼックス錠小児用６０ｍｇ
622643701,ミノドロン酸錠１ｍｇ「ニプロ」
622643801,ミノドロン酸錠５０ｍｇ「ニプロ」
622643901,レボフロキサシン点滴静注バッグ５００ｍｇ「ニプロ」　１００ｍＬ
622644001,ヒルドイドフォーム０．３％
622644101,フレカイニド酢酸塩錠５０ｍｇ「ＫＯ」
622644201,フレカイニド酢酸塩錠１００ｍｇ「ＫＯ」
622644302,セフジトレン　ピボキシル小児用細粒１０％「ＯＫ」　１００ｍｇ
622644401,カルベジロール錠１．２５ｍｇ「Ｍｅ」
622644501,カルベジロール錠２．５ｍｇ「Ｍｅ」
622644601,カルベジロール錠１０ｍｇ「Ｍｅ」
622644701,カルベジロール錠２０ｍｇ「Ｍｅ」
622644801,ロスバスタチンＯＤ錠２．５ｍｇ「ニプロ」
622644901,ロスバスタチンＯＤ錠５ｍｇ「ニプロ」
622645001,ナルフラフィン塩酸塩カプセル２．５μｇ「ニプロ」
622645101,ナルフラフィン塩酸塩ＯＤフィルム２．５μｇ「ニプロ」
622645201,ラモトリギン錠２５ｍｇ「アメル」
622645301,ラモトリギン錠１００ｍｇ「アメル」
622645600,オロパタジン塩酸塩５ｍｇ口腔内崩壊錠
622645901,フェントステープ０．５ｍｇ
622646001,アディノベイト静注用キット１５００　１，５００国際単位溶解液付
622646101,アディノベイト静注用キット３０００　３，０００国際単位溶解液付
622646201,ジェミーナ配合錠
622646301,エンタイビオ点滴静注用３００ｍｇ
622646401,ダフクリア錠２００ｍｇ
622646501,スピラマイシン錠１５０万単位「サノフィ」　１５０万国際単位
622646601,シグニフォーＬＡＲ筋注用キット１０ｍｇ　（溶解液付）
622646701,シグニフォーＬＡＲ筋注用キット３０ｍｇ　（溶解液付）
622646901,ビマトプロスト点眼液０．０３％「ＳＥＣ」
622647001,レフィキシア静注用５００　５００国際単位（溶解液付）
622647101,レフィキシア静注用１０００　１，０００国際単位（溶解液付）
622647201,レフィキシア静注用２０００　２，０００国際単位（溶解液付）
622647301,オデフシィ配合錠
622647401,フリウェル配合錠ＵＬＤ「モチダ」
622647501,トアラセット配合錠「ケミファ」
622647601,ミルタザピン錠１５ｍｇ「ケミファ」
622647701,ミルタザピン錠３０ｍｇ「ケミファ」
622647801,バリキサドライシロップ５０００ｍｇ　５０ｍｇ懸濁後の内用液として
622647901,エレトリプタン錠２０ｍｇ「ＹＤ」
622648001,トアラセット配合錠「ＹＤ」
622648101,ミルタザピン錠１５ｍｇ「ＹＤ」
622648201,ミルタザピン錠３０ｍｇ「ＹＤ」
622648303,アトモキセチンカプセル５ｍｇ「ＶＴＲＳ」
622648403,アトモキセチンカプセル１０ｍｇ「ＶＴＲＳ」
622648502,アトモキセチンカプセル２５ｍｇ「ＶＴＲＳ」
622648603,アトモキセチンカプセル４０ｍｇ「ＶＴＲＳ」
622648703,トアラセット配合錠「ＶＴＲＳ」
622648803,ミルタザピン錠１５ｍｇ「ＶＴＲＳ」
622648903,ミルタザピン錠３０ｍｇ「ＶＴＲＳ」
622649001,アセトアミノフェン錠５００ｍｇ「マルイシ」
622649101,トアラセット配合錠「マルイシ」
622649201,アトモキセチン錠５ｍｇ「タカタ」
622649301,アトモキセチン錠１０ｍｇ「タカタ」
622649401,アトモキセチン錠２５ｍｇ「タカタ」
622649501,アトモキセチン錠４０ｍｇ「タカタ」
622649601,アトモキセチン錠５ｍｇ「ＤＳＥＰ」
622649701,アトモキセチン錠１０ｍｇ「ＤＳＥＰ」
622649801,アトモキセチン錠２５ｍｇ「ＤＳＥＰ」
622649901,アトモキセチン錠４０ｍｇ「ＤＳＥＰ」
622650001,エレトリプタン錠２０ｍｇ「ＤＳＥＰ」
622650101,トアラセット配合錠「ＤＳＥＰ」
622650201,ミルタザピンＯＤ錠１５ｍｇ「ＤＳＥＰ」
622650301,ミルタザピンＯＤ錠３０ｍｇ「ＤＳＥＰ」
622650401,ビマトプロスト点眼液０．０３％「わかもと」
622650501,エレトリプタン錠２０ｍｇ「ＴＣＫ」
622650601,トアラセット配合錠「ＴＣＫ」
622650701,ミルタザピン錠１５ｍｇ「ＴＣＫ」
622650801,ミルタザピン錠３０ｍｇ「ＴＣＫ」
622650901,ケトプロフェンパップＸＲ１２０ｍｇ「テイコク」　１０×１４ｃｍ
622651201,ピートル顆粒分包２５０ｍｇ
622651301,ピートル顆粒分包５００ｍｇ
622651401,オラビ錠口腔用５０ｍｇ
622651501,インフリキシマブＢＳ点滴静注用１００ｍｇ「ファイザー」
622651601,アトモキセチンカプセル５ｍｇ「日医工」
622651701,アトモキセチンカプセル１０ｍｇ「日医工」
622651801,アトモキセチンカプセル２５ｍｇ「日医工」
622651901,アトモキセチンカプセル４０ｍｇ「日医工」
622652001,エレトリプタン錠２０ｍｇ「日医工」
622652101,オルメサルタンＯＤ錠５ｍｇ「日医工」
622652201,トアラセット配合錠「ＥＥ」
622652301,トアラセット配合錠「日医工」
622652401,ミルタザピン錠１５ｍｇ「ＥＥ」
622652601,ミルタザピン錠３０ｍｇ「ＥＥ」
622652801,リネゾリド点滴静注液６００ｍｇ「日医工」　３００ｍＬ
622652901,トアラセット配合錠「三笠」
622653001,ベオーバ錠５０ｍｇ
622653101,エイベリス点眼液０．００２％
622653201,ローブレナ錠２５ｍｇ
622653301,ローブレナ錠１００ｍｇ
622653401,ロラピタ静注２ｍｇ　１ｍＬ
622653501,アミティーザカプセル１２μｇ
622653601,アガルシダーゼ　ベータＢＳ点滴静注５ｍｇ「ＪＣＲ」
622653701,アガルシダーゼ　ベータＢＳ点滴静注３５ｍｇ「ＪＣＲ」
622653801,ベージニオ錠５０ｍｇ
622653901,ベージニオ錠１００ｍｇ
622654001,ベージニオ錠１５０ｍｇ
622654101,リネゾリド点滴静注液６００ｍｇ「ＫＣＣ」　３００ｍＬ
622654201,ミルタザピンＯＤ錠１５ｍｇ「アメル」
622654301,ミルタザピンＯＤ錠３０ｍｇ「アメル」
622654401,メトアナ配合錠ＨＤ
622654501,メトアナ配合錠ＬＤ
622654601,ラグノスＮＦ経口ゼリー分包１２ｇ　５４．１６７％
622654701,シムジア皮下注２００ｍｇオートクリックス　１ｍＬ
622654801,ゾスパタ錠４０ｍｇ
622654901,ビーリンサイト点滴静注用３５μｇ　（輸液安定化液付）
622655001,トラディアンス配合錠ＡＰ
622655101,トラディアンス配合錠ＢＰ
622655201,アトモキセチンカプセル５ｍｇ「サワイ」
622655301,アトモキセチンカプセル１０ｍｇ「サワイ」
622655401,アトモキセチンカプセル２５ｍｇ「サワイ」
622655501,アトモキセチンカプセル４０ｍｇ「サワイ」
622655601,トアラセット配合錠「サワイ」
622655701,フリウェル配合錠ＵＬＤ「サワイ」
622655801,ミルタザピンＯＤ錠１５ｍｇ「サワイ」
622655901,ミルタザピンＯＤ錠３０ｍｇ「サワイ」
622656001,ミルタザピン錠１５ｍｇ「サワイ」
622656101,ミルタザピン錠３０ｍｇ「サワイ」
622656201,ロピニロール徐放錠２ｍｇ「サワイ」
622656301,ロピニロール徐放錠８ｍｇ「サワイ」
622656401,カペシタビン錠３００ｍｇ「サワイ」
622656501,アトモキセチン錠５ｍｇ「トーワ」
622656601,アトモキセチン錠１０ｍｇ「トーワ」
622656701,アトモキセチン錠２５ｍｇ「トーワ」
622656801,アトモキセチン錠４０ｍｇ「トーワ」
622656901,アトモキセチン内用液０．４％「トーワ」
622657001,エレトリプタン錠２０ｍｇ「トーワ」
622657101,トアラセット配合錠「トーワ」
622657201,フェキソフェナジン塩酸塩ＤＳ５％「トーワ」
622657301,フリウェル配合錠ＬＤ「トーワ」
622657401,フリウェル配合錠ＵＬＤ「トーワ」
622657501,ミルタザピン錠１５ｍｇ「トーワ」
622657601,ミルタザピン錠３０ｍｇ「トーワ」
622657701,ミルタザピンＯＤ錠１５ｍｇ「トーワ」
622657801,ミルタザピンＯＤ錠３０ｍｇ「トーワ」
622657901,フィラジル皮下注３０ｍｇシリンジ　３ｍＬ
622658001,ジビイ静注用５００　５００国際単位（溶解液付）
622658101,ジビイ静注用１０００　１，０００国際単位（溶解液付）
622658201,ジビイ静注用２０００　２，０００国際単位（溶解液付）
622658301,ジビイ静注用３０００　３，０００国際単位（溶解液付）
622658401,エレトリプタン錠２０ｍｇ「日新」
622658501,トアラセット配合錠「日新」
622658601,ビマトプロスト点眼液０．０３％「日新」
622658701,ミルタザピン錠１５ｍｇ「日新」
622658801,ミルタザピン錠３０ｍｇ「日新」
622658901,エフィエントＯＤ錠２０ｍｇ
622659001,トアラセット配合錠「あすか」
622659101,クラリスロマイシン錠２００ｍｇ「フェルゼン」
622659201,パロキセチン錠５ｍｇ「フェルゼン」
622659301,パロキセチン錠１０ｍｇ「フェルゼン」
622659401,パロキセチン錠２０ｍｇ「フェルゼン」
622659501,ミルタザピン錠１５ｍｇ「フェルゼン」
622659601,ミルタザピン錠３０ｍｇ「フェルゼン」
622659901,パキシルＣＲ錠６．２５ｍｇ
622660001,ロスバスタチン錠２．５ｍｇ「フェルゼン」
622660101,ロスバスタチン錠５ｍｇ「フェルゼン」
622660202,トアラセット配合錠「ＫＭＰ」
622660302,ミルタザピン錠１５ｍｇ「ＫＭＰ」
622660402,ミルタザピン錠３０ｍｇ「ＫＭＰ」
622660501,ビクタルビ配合錠
622660601,テネリア錠４０ｍｇ
622660701,ジャルカ配合錠
622660801,フリウェル配合錠ＬＤ「あすか」
622660901,ドルモロール配合点眼液「日点」
622661001,ヒアルロン酸ナトリウム点眼液０．３％「ニッテン」　５ｍＬ
622661101,ヒアルロン酸ナトリウム点眼液０．３％「日点」　５ｍＬ
622661201,ビマトプロスト点眼液０．０３％「ＴＳ」
622661301,エレトリプタン錠２０ｍｇ「サンド」
622661401,デクスメデトミジン静注液２００μｇ「サンド」　２ｍＬ
622661501,トアラセット配合錠「サンド」
622661601,ラタチモ配合点眼液「ＴＳ」
622661701,トアラセット配合錠「杏林」
622661801,ミルタザピン錠１５ｍｇ「杏林」
622661901,ミルタザピン錠３０ｍｇ「杏林」
622662001,ケブザラ皮下注１５０ｍｇオートインジェクター　１．１４ｍＬ
622662101,ケブザラ皮下注２００ｍｇオートインジェクター　１．１４ｍＬ
622662201,オプジーボ点滴静注２４０ｍｇ　２４ｍＬ
622662302,トアラセット配合錠「ＮＩＧ」
622662401,フリウェル配合錠ＵＬＤ「あすか」
622662501,ボグリボースＯＤ錠０．２ｍｇ「武田テバ」
622662601,ボグリボースＯＤ錠０．３ｍｇ「武田テバ」
622662701,ボグリボース錠０．２ｍｇ「武田テバ」
622662801,ボグリボース錠０．３ｍｇ「武田テバ」
622663201,ミルタザピン錠１５ｍｇ「アメル」
622663301,ミルタザピン錠３０ｍｇ「アメル」
622663401,ビマトプロスト点眼液０．０３％「ニットー」
622663501,オンダンセトロンＯＤフィルム２ｍｇ「ＧＦＰ」
622663601,オンダンセトロンＯＤフィルム４ｍｇ「ＧＦＰ」
622663701,オルメサルタンＯＤ錠１０ｍｇ「ＪＧ」
622663801,オルメサルタンＯＤ錠２０ｍｇ「ＪＧ」
622663901,オルメサルタンＯＤ錠４０ｍｇ「ＪＧ」
622664001,トアラセット配合錠「ＪＧ」
622664101,ミグリトール錠２５ｍｇ「ＪＧ」
622664201,ミグリトール錠５０ｍｇ「ＪＧ」
622664301,ミグリトール錠７５ｍｇ「ＪＧ」
622664401,ミルタザピン錠１５ｍｇ「ＪＧ」
622664501,ミルタザピン錠３０ｍｇ「ＪＧ」
622664601,炭酸ランタン顆粒分包２５０ｍｇ「ＪＧ」
622664701,炭酸ランタン顆粒分包５００ｍｇ「ＪＧ」
622664801,イルベサルタン錠５０ｍｇ「ＪＧ」
622664901,イルベサルタン錠１００ｍｇ「ＪＧ」
622665001,イルベサルタン錠２００ｍｇ「ＪＧ」
622665201,オロパタジン塩酸塩ドライシロップ１％「日本臓器」
622665301,トアラセット配合錠「日本臓器」
622665401,モンテルカストチュアブル錠５ｍｇ「日本臓器」
622665501,ラマトロバン錠５０ｍｇ「ＫＯ」
622665601,ラマトロバン錠７５ｍｇ「ＫＯ」
622665701,ロルノキシカム錠２ｍｇ「ＫＯ」
622665801,ロルノキシカム錠４ｍｇ「ＫＯ」
622665901,ピタバスタチンカルシウムＯＤ錠１ｍｇ「ＫＯＧ」
622666001,ピタバスタチンカルシウムＯＤ錠２ｍｇ「ＫＯＧ」
622666101,ピタバスタチンカルシウムＯＤ錠４ｍｇ「ＫＯＧ」
622666201,アトモキセチン錠５ｍｇ「ニプロ」
622666301,アトモキセチン錠１０ｍｇ「ニプロ」
622666401,ミルタザピンＯＤ錠１５ｍｇ「ニプロ」
622666501,ミルタザピンＯＤ錠３０ｍｇ「ニプロ」
622666601,ミルタザピン錠１５ｍｇ「ニプロ」
622666701,ミルタザピン錠３０ｍｇ「ニプロ」
622666801,トアラセット配合錠「オーハラ」
622666901,トアラセット配合錠「ＴＣ」
622667001,アトモキセチン錠２５ｍｇ「ニプロ」
622667101,アトモキセチン錠４０ｍｇ「ニプロ」
622667201,アトモキセチン内用液０．４％「ニプロ」
622667301,デクスメデトミジン静注液２００μｇ／５０ｍＬシリンジ「ニプロ」
622667401,デクスメデトミジン静注液２００μｇ「ニプロ」　２ｍＬ
622667501,炭酸ランタン顆粒分包２５０ｍｇ「ニプロ」
622667601,炭酸ランタン顆粒分包５００ｍｇ「ニプロ」
622667701,トアラセット配合錠「Ｍｅ」
622667801,ミルタザピン錠１５ｍｇ「明治」
622667901,ミルタザピン錠３０ｍｇ「明治」
622668001,ゲフィチニブ錠２５０ｍｇ「ＤＳＥＰ」
622668101,シロドシンＯＤ錠２ｍｇ「ＤＳＥＰ」
622668201,シロドシンＯＤ錠４ｍｇ「ＤＳＥＰ」
622668301,シロドシン錠２ｍｇ「ＤＳＥＰ」
622668401,シロドシン錠４ｍｇ「ＤＳＥＰ」
622668501,トアラセット配合錠「ＳＮ」
622668601,イベニティ皮下注１０５ｍｇシリンジ　１．１７ｍＬ
622668701,デムサーカプセル２５０ｍｇ
622668801,ビラフトビカプセル５０ｍｇ
622668901,メクトビ錠１５ｍｇ
622669101,ビジンプロ錠１５ｍｇ
622669201,ビジンプロ錠４５ｍｇ
622669301,ゴナックス皮下注用２４０ｍｇ　（溶解液付）
622669401,ビソノテープ２ｍｇ
622669501,ザバクサ配合点滴静注用　（１．５ｇ）
622669601,エプクルーサ配合錠
622669701,タリージェ錠２．５ｍｇ
622669801,タリージェ錠５ｍｇ
622669901,タリージェ錠１０ｍｇ
622670001,タリージェ錠１５ｍｇ
622670101,ミネブロ錠１．２５ｍｇ
622670201,ミネブロ錠２．５ｍｇ
622670301,ミネブロ錠５ｍｇ
622670401,ビムパットドライシロップ１０％
622670501,ビムパット点滴静注２００ｍｇ　２０ｍＬ
622670601,レルミナ錠４０ｍｇ
622670701,ブロナンセリン錠２ｍｇ「タカタ」
622670801,ブロナンセリン錠４ｍｇ「タカタ」
622670901,ブロナンセリン錠８ｍｇ「タカタ」
622671001,グルベス配合ＯＤ錠
622671101,アナストロゾール錠１ｍｇ「ＤＳＥＰ」
622671201,タモキシフェン錠１０ｍｇ「ＤＳＥＰ」
622671301,タモキシフェン錠２０ｍｇ「ＤＳＥＰ」
622671401,ビカルタミドＯＤ錠８０ｍｇ「ＤＳＥＰ」
622671501,ビカルタミド錠８０ｍｇ「ＤＳＥＰ」
622671601,ブロナンセリン錠２ｍｇ「ＤＳＥＰ」
622671701,ブロナンセリン錠４ｍｇ「ＤＳＥＰ」
622671801,ブロナンセリン錠８ｍｇ「ＤＳＥＰ」
622671901,ブロナンセリン散２％「ＤＳＰＢ」
622672001,ブロナンセリン錠２ｍｇ「ＤＳＰＢ」
622672101,ブロナンセリン錠４ｍｇ「ＤＳＰＢ」
622672201,ブロナンセリン錠８ｍｇ「ＤＳＰＢ」
622672301,ゲフィチニブ錠２５０ｍｇ「ＮＫ」
622672401,メコバラミン錠５００μｇ「杏林」　０．５ｍｇ
622672501,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用　５ｍｇ１０ｇ
622672601,モメタゾン点鼻液５０μｇ「杏林」１１２噴霧用　９ｍｇ１８ｇ
622672801,シロドシンＯＤ錠２ｍｇ「杏林」
622672901,シロドシンＯＤ錠４ｍｇ「杏林」
622673001,シロドシン錠２ｍｇ「杏林」
622673101,シロドシン錠４ｍｇ「杏林」
622673201,ゾニサミド錠１００ｍｇＥＸ「ＫＯ」
622673301,シロドシンＯＤ錠２ｍｇ「ケミファ」
622673401,シロドシンＯＤ錠４ｍｇ「ケミファ」
622673501,シロドシンＯＤ錠２ｍｇ「ＹＤ」
622673601,シロドシンＯＤ錠４ｍｇ「ＹＤ」
622673701,シロドシン錠２ｍｇ「ＹＤ」
622673801,シロドシン錠４ｍｇ「ＹＤ」
622673901,ブロナンセリン錠２ｍｇ「ＹＤ」
622674001,ブロナンセリン錠４ｍｇ「ＹＤ」
622674101,ブロナンセリン錠８ｍｇ「ＹＤ」
622674201,レブコビ筋注２．４ｍｇ　１．５ｍＬ
622674301,カペシタビン錠３００ｍｇ「日医工」
622674401,ゲフィチニブ錠２５０ｍｇ「日医工」
622674901,トラネキサム酸錠２５０ｍｇ「日医工」
622675001,ブロナンセリン錠４ｍｇ「日医工」
622675101,ブロナンセリン錠２ｍｇ「日医工」
622675201,ブロナンセリン錠８ｍｇ「日医工」
622675301,リネゾリド点滴静注６００ｍｇ／３００ｍＬ「ＨＫ」
622675401,シロドシンＯＤ錠２ｍｇ「ＫＭＰ」
622675501,シロドシンＯＤ錠４ｍｇ「ＫＭＰ」
622675601,シロドシン錠２ｍｇ「ＫＭＰ」
622675701,シロドシン錠４ｍｇ「ＫＭＰ」
622675801,シンポニー皮下注５０ｍｇオートインジェクター　０．５ｍＬ
622675901,レクサプロ錠２０ｍｇ
622676001,エタネルセプトＢＳ皮下注１０ｍｇシリンジ１．０ｍＬＴＹ　１ｍＬ
622676101,エタネルセプトＢＳ皮下注２５ｍｇシリンジ０．５ｍＬ「ＴＹ」
622676201,エタネルセプトＢＳ皮下注５０ｍｇシリンジ１．０ｍＬＴＹ　１ｍＬ
622676301,エタネルセプトＢＳ皮下注５０ｍｇペン１．０ｍＬ「ＴＹ」　１ｍＬ
622676401,イノラス配合経腸用液
622676501,アセレンド注１００μｇ　２ｍＬ
622676601,フェインジェクト静注５００ｍｇ　１０ｍＬ
622676701,ロスーゼット配合錠ＨＤ
622676801,ロスーゼット配合錠ＬＤ
622676901,アーリーダ錠６０ｍｇ
622677001,シロドシンＯＤ錠２ｍｇ「日新」
622677101,シロドシンＯＤ錠４ｍｇ「日新」
622677201,シロドシン錠２ｍｇ「ＴＣＫ」
622677301,シロドシン錠４ｍｇ「ＴＣＫ」
622677401,ビバンセカプセル２０ｍｇ
622677501,ビバンセカプセル３０ｍｇ
622677601,スキリージ皮下注７５ｍｇシリンジ０．８３ｍＬ
622677701,カペシタビン錠３００ｍｇ「トーワ」
622677801,ブロナンセリン錠２ｍｇ「トーワ」
622677901,ブロナンセリン錠４ｍｇ「トーワ」
622678001,ブロナンセリン錠８ｍｇ「トーワ」
622678101,スマイラフ錠１００ｍｇ
622678201,スマイラフ錠５０ｍｇ
622678301,シロドシンＯＤ錠２ｍｇ「オーハラ」
622678401,シロドシンＯＤ錠４ｍｇ「オーハラ」
622678501,シロドシン錠２ｍｇ「オーハラ」
622678601,シロドシン錠４ｍｇ「オーハラ」
622678701,リサイオ点滴静注液１００ｍｇ　２．５ｍＬ
622678801,テリルジー１００エリプタ１４吸入用
622678901,テリルジー１００エリプタ３０吸入用
622679001,カペシタビン錠３００ｍｇ「ヤクルト」
622679101,ゲフィチニブ錠２５０ｍｇ「ヤクルト」
622679201,トラスツズマブＢＳ点滴静注用６０ｍｇ「ファイザー」
622679301,トラスツズマブＢＳ点滴静注用１５０ｍｇ「ファイザー」
622679401,ロズリートレクカプセル１００ｍｇ
622679501,ロズリートレクカプセル２００ｍｇ
622679701,ゲフィチニブ錠２５０ｍｇ「サワイ」
622679801,シロドシンＯＤ錠２ｍｇ「サワイ」
622679901,シロドシンＯＤ錠４ｍｇ「サワイ」
622680001,ブロナンセリン錠２ｍｇ「サワイ」
622680101,ブロナンセリン錠４ｍｇ「サワイ」
622680201,ブロナンセリン錠８ｍｇ「サワイ」
622680301,ブロナンセリン散２％「アメル」
622680401,アラミスト点鼻液２７．５μｇ１２０噴霧用　５ｍｇ１０ｇ
622680501,ゾレア皮下注７５ｍｇシリンジ　０．５ｍＬ
622680601,ゾレア皮下注１５０ｍｇシリンジ　１ｍＬ
622680701,ブロナンセリン錠２ｍｇ「アメル」
622680801,ブロナンセリン錠４ｍｇ「アメル」
622680901,ブロナンセリン錠８ｍｇ「アメル」
622681001,アトモキセチンカプセル５ｍｇ「アメル」
622681101,アトモキセチンカプセル１０ｍｇ「アメル」
622681201,アトモキセチンカプセル２５ｍｇ「アメル」
622681301,アトモキセチンカプセル４０ｍｇ「アメル」
622681401,モメタゾン点鼻液５０μｇ「ＭＹＬ」５６噴霧用　３．５ｍｇ７ｇ
622681501,モメタゾン点鼻液５０μｇ「ＭＹＬ」１１２噴霧用　６．５ｍｇ１３ｇ
622681601,ダルベポエチン　アルファ注５μｇシリンジ「ＫＫＦ」　０．５ｍＬ
622681701,ダルベポエチン　アルファ注１０μｇシリンジ「ＫＫＦ」　０．５ｍＬ
622681801,ダルベポエチン　アルファ注１５μｇシリンジ「ＫＫＦ」　０．５ｍＬ
622681901,ダルベポエチン　アルファ注２０μｇシリンジ「ＫＫＦ」　０．５ｍＬ
